"Autore","Data","Edizione","Titolo","Sottotitolo","Testo"
"Redazione","23 ottobre 2023 13:20","bolognatoday","Cambiamento climatico, a rischio la ""fruit valley"": agricoltori in piazza","Ara: ""L'imprenditoria agricola in questo anno ha sofferto tantissimo a causa degli effetti del cambiamento climatico, come siccità e alluvioni. Il settore rischia di collassare, necessario un impegno forte da parte del Governo e dell'UE""","['""Senza gli agricoltori non c\'è cibo, nè identità nè futuro"". ""Prezzi bassi non è la soluzione, proteggiamo la nostra produzione"". Poi la richiesta di aiuto a fondo. Queste le istanze e gli slogan lanciati stamane - 23 ottobre - da piazza dell\'Unità, a Bologna, dove è andata di scena la Manifestazione ""Sosteniamo la fruit valley"" promossa da Confagricoltura Emilia-Romagna per chiedere alle istituzioni misure urgenti in favore dei frutticoltori, che vivono un difficile momento storico dato - anche -  dagli effetti del cambiamento climatico, come siccità , violente grandinate e alluvioni.', 'A rispondere all\'appello, stamane, circa duemila agricoltori s , guidati da Confagricoltura Emilia-Romagna, per lanciare il loro grido d\'aiuto. Il corteo, partito da piazza dell\'Unità e terminato in piazza Lucio Dalla, con tanto di trattori è transitato anche davanti alla stazione dell\'alta velocità, per sensibilizzare il più possibile sullo stato di crisi del settore. Non solo calamità naturali, ma anche insetti e patologie sono alla base dei problemi che stanno vivendo i frutticoltori, che a gran voce chiedono risorse per indennizzare i danni e rilanciare le produzioni. ""Molti sono costretti a estirpare le proprie piante- dicono in corteo- siamo stanchi di difenderci a mani nude, vogliamo armi contro i parassiti e le fitopatie. Gli agrofarmaci non sono veleni. Servono investimenti per il miglioramento genetico e per le biotecnologie. Vogliamo risposte e risorse per ristorare gli ingenti danni subiti. Altrimenti altri frutteti saranno estirpati e sarà una piaga sociale per i nostri territori"", avvertono gli agricoltori al megafono. Solo negli ultimi cinque anni, spiegano i vicepresidenti regionali di Confagricoltura, Gianluca Vertuani e Andrea Betti, ""abbiamo perso migliaia di ettari di alberi da frutto. Sono crollate le superfici coltivate a pero (-26%), pesco (-24%), nettarine (-16%) e albicocco (-16%). E per le principali specie frutticole della nostra regione, nel 2023-2024 si prevede un ulteriore calo, in media dell\'8-10%, soprattutto per effetto di maltempo, gelate primaverili, alluvioni e frane"". Alle istituzioni, Confagricoltura Emilia-Romagna indirizza otto richieste: risarcimenti adeguati per le catastrofi meteo; sistema assicurativo più accessibile e meno costoso; moratoria bancaria senza addebito; sgravi contributivi sulla manodopera; ripensare la strategia Ue sui fitofarmaci; fondi per espianti e reimpianti nelle zone colpite da calamità naturali, per evitare l\'abbandono delle colture e facilitare l\'introduzione di nuove varietà e specie più adatte; maggiori risorse alla ricerca scientifica per contrastare gli effetti del cambiamento climatico e la diffusione di patogeni o parassiti; riconoscere ai frutticoltori il giusto prezzo e scongiurare l\'impennata dell\'inflazione.', '', 'La piazza ha incassato parole di vicinanza dalla amministrazione comunale. ""Siamo vicini al mondo dell\'imprenditoria agricola che in questo anno ha sofferto tantissimo a causa degli effetti del cambiamento climatico, come siccità e alluvioni. Il settore rischia di collassare, è necessario un impegno forte da parte del Governo, dell\'Unione Europea per ridare slancio"". Così Così l’assessore all\'Agricoltura Daniele Ara a margine della manifestazione.', 'Ara ha poi sottolineato: ""Oggi eravamo con Confagricoltura ma parteciperemo anche a tutte le iniziative di Cia e Coldiretti e altre associazioni di rappresentanza dell’agroalimentare perché il Comune, che ha previsto in Giunta una delega all\'agricoltura, è impegnato a costruire una food policy cittadina per trainare anche l\'imprenditoria agricola. Ne è un esempio il bando di questi giorni di Asp che mette a disposizione quattro poderi per giovani imprese"".', '', '', '']"
