"Autore","Data","Edizione","Titolo","Sottotitolo","Testo"
"I. G. C.","29 dicembre 2023 15:41","padovaoggi","Anche agricoltori e imprenditori contrari all'impianto di biogas nella Bassa","Alla mobilitazione di sabato 30 Dicembre contro il progetto di costruire un grande impianto di biometano a Vescovana, che prenderà il vai dalle ore 9:30, oltre ai comitati ambientalisti e associazioni si sono uniti anche gli imprenditori agricoli della zona","['Alla mobilitazione di sabato 30 Dicembre contro il progetto di costruire un grande impianto di biometano a Vescovana, che prenderà il vai dalle ore 9:30, oltre ai comitati ambientalisti e associazioni si sono uniti anche gli imprenditori agricoli della zona.', ""«Qui abbiamo le nostre radici. C’erano i nostri padri con le loro zappe e l’amore per la terra, abbiamo vissuto le loro fatiche e oggi ci siamo noi, con i nostri trattori e la nostra imprenditorialità. Siamo gli agricoltori di queste terre; viviamo qui, lavoriamo qui e qui pensiamo al nostro futuro», hanno fatto sapere attraverso una nota congiunta.«Questa opera non aiuta, non ci arricchisce, svaluta i nostri terreni, li può rendere inadatti a sviluppi futuri. Tutto questo non è a nostro favore, e siamo noi i primi che i proponenti dovevano interpellare se si fosse voluto che il prodotto delle nostre terre desse linfa a questo impianto. Così non è stato, rendendo ancor meno credibile il progetto presentato. Un’opera che non ci appartiene», dichiarano con forza. «Siamo i custodi primi di questa terra e proprio per questo domani 30 Dicembre, con le nostre sigle associative, saremo in manifestazione assieme a tutti i cittadini di Vescovana. Sicuri della posizione intrapresa. Certi di salvaguardare la nostra categoria e il nostro futuro». il corteo partirà alle 9:30 da via Bassa 60 fino poi ad arrivare al sito dell'impianto. Alla manifestazione dovrebbero partecipare anche alcuni sindaci dei comuni limitrofi."", 'Vescovana - manifestazione contro impianto biogas']"
