"Autore","Data","Edizione","Titolo","Sottotitolo","Testo"
"Massimo Romano","14 febbraio 2024 16:06","napolitoday","Cento trattori marciano su Napoli: ""Così chiudono 10mila aziende"" |VIDEO","I produttori agricoli hanno percorso sui loro mezzi di lavoro il centro della città, fino a Mergellina. Protestano per il rincaro delle materie prime e per la concorrenza sleale extra Ue","['Concorrenza sleale, aumento dei costi, dittatura della grande distribuzione. Sono le motivazione della protesta dei trattori che stamattina, 14 febbraio, è giunta a Napoli. Cento mezzi agricoli hanno marciato sulla città, partendo da via Argine, a Ponticelli, per giungere in piazza Sannazzaro, a Mergellina. In mezzo, anche una sosta al mensa dei poveri del Carmine perché ""...tutti devono poter mangiare i nostri prodotti"".', 'Una situazione, quella del comparto agricolo, che sta agitando l\'intero paese. ""Solo nella provincia di Napoli - spiegano i manifestanti - Ci sono 10mila aziende che rischiano di chiudere"". Diverse le vertenze sul tavolo. ""Il problema principale è quello della concorrenza sleale da parte dei paesi extra Ue. Si tratta di prodotti che non devono rispettare i controlli cui siamo sottoposti noi e che, quindi, arrivano sugli scaffali a un costo che noi non possiamo pareggiare. Il nostro è un prodotto di altissima qualità, certificato"".', 'Il secondo tema è quello dei costi: ""L\'inflazione ha portato aumenti ovunque: carburanti, concimi, fitofarmaci, manodopera. L\'unica cosa che non è aumentata è il prezzo del nostro prodotto genuino"". I trattori hanno sfilato sul Lungomare di Napoli e giunti in piazza Sannazzaro hanno fatto marcia indietro per tornare ad Acerra, nei pressi del centro commerciale Le porte di Napoli, dove sono in presidio da giorni. ""Noi conosciamo i problemi e noi dobbiamo sederci ai tavoli per parlarne. - affermano gli agricoltori - Il Governo deve intervenire, noi non possiamo andare avanti"".']"
