"Autore","Data","Edizione","Titolo","Sottotitolo","Testo"
"Redazione","12 febbraio 2024 13:52","palermotoday","VIDEO | Palermo-Agrigento, corteo di trattori tra Bolognetta e Villabate: le immagini","Dopo la mobilitazione vicino a Cammarata stamani agricoltori e allevatori sono tornati sulla stessa statale, ma sul versante ""121"" che è quello Palermitano. Il corteo è partito da Bolognetta per raggiungere la zona del mercato ortofrutticolo di Villabate. Inevitabili le ripercussioni sul traffico","[]"
