"Autore","Data","Edizione","Titolo","Sottotitolo","Testo"
"Maria Paola Oliva","14 febbraio 2024 09:51","casertanews","Gli agricoltori casertani invadono Roma | VIDEO","Partiti da Borgo Centore, sono arrivati all'alba nella capitale in vista della manifestazione di domani in piazza del Campidoglio","['Un vero e proprio esodo, quello degli agricoltori casertani che, a bordo di trattori, auto e furgoni, sono partiti nella notte da Borgo Centore, frazione di Cellole, e sono giunti a Roma in vista della manifestazione in programma domani (15 febbraio) in piazza del Campidoglio.', ""Agricoltori e allevatori sono giunti a Roma poco dopo le 5 di questa mattina (14 febbraio) e si prepareranno alla grande manifestazione di domani insieme ai colleghi giunti da ogni parte d'Italia."", '', '""In una Campania Felix pulsante di storia e tradizione si scrivono pagine di dignità e resistenza. La tenacia di questa terra nel difendere il lavoro contadino è un\'ode alla resilienza. Ma ciò che rende tutto ancora più vibrate è l\'ardente spirito dei giovani, che si ergono come guardiani del passato e creatori del futuro. Scendono in campo con passione e impegno, unendo le mani della giovinezza a quelle della tradizione per costruire un domani per tutti noi"", questo il messaggio di Altragricoltura.', ""Nella mattinata di oggi problemi all'uscita del casello di Capua, per chi proveniva da Napoli, a causa di una manifestazione. Si è formata una coda, al punto che Autostrade ha consigliato agli automobilisti che dovevano uscire a Capua di uscire al casello di Santa Maria Capua Vetere."", 'Circa un centinaio i trattori che da Terra di Lavoro hanno raggiunto Roma, nelle aree gestite dalla Cooperativa Agricoltura Nuova, nei pressi del Santuario del Divino Amore, e hanno installato il presidio degli agricoltori in mobilitazione per sostenere la piattaforma unitaria in nove punti proposta dal Coordinamento Unitario contro la crisi che raccoglie un numero crescente di presidi, associazioni, realtà sociali da tempo impegnate nelle vertenze e nelle proposte contro la crisi.', 'Nella giornata di oggi, 14 febbraio, è previsto l’arrivo di altre rappresentanze degli agricoltori e delle altre categorie che si sono convocate per sostenere la piattaforma e dare vita alla manifestazione del 15 febbraio in piazza del Campidoglio con ritrovo dalle ore 12. La manifestazione è stata proposta inizialmente e indetta poi da Altragricoltura e il Popolo Produttivo ormai trenta giorni fa con il titolo #TELODOIOILMADEINITALY e vedrà protagoniste categorie e realtà sociali di diversi settori produttivi colpiti dalla crisi e lasciate sole di fronte alle scelte europee (agricoltori, allevatori, artigiani, pescatori, ristoratori, ambulanti, balneari, Partite Iva, piccole e medie imprese) non solo dell’agroalimentare cui si sono aggiunte realtà sindacali dei lavoratori di braccianti e associazioni sociali come la Rete dei Municipi Rurali che associa sindaci impegnati a difendere le comunità rurali del Paese).', '""Nove i punti della piattaforma unitaria intercategoriale - fanno sapere da Altragricoltura - già inviata a Parlamento e Governo, cui sono stati chiesti incontri per poterne rappresentare le richieste. Due gli obiettivi principali: che il Governo apra un tavolo/spazio di confronto sulla crisi e le misure urgenti con il movimento e i soggetti che la stanno denunciando e che la politica nazionale e regionale mettano all’ordine del giorno il confronto sulle Riforme ormai indispensabili per invertire il processo che nei decenni ha trasformato il nostro Paese in una piattaforma commerciale speculativa con il Made in Italy fondato sui marchi speculativi senza i prodotti del territorio ed esposto al dumping commerciale"".', 'Sulla protesta degli agricoltori è intervenuta anche la consigliera regionale della Lega Antonella Piccerillo: ""Tutelare la filiera agricola è essenziale. Da diversi decenni è in atto un’azione europea volta a umiliare il settore primario e soltanto un cambio di paradigma può risollevare le sue sorti. Saremo sempre dalla parte dei lavoratori. Qui in Campania, soprattutto in provincia di Caserta, gli allevatori delle bufale sono allo stremo, grazie a una politica regionale che sta distruggendo gradualmente il patrimonio bufalino a causa di migliaia di abbattimenti per sospetta brucellosi, determinando la chiusura di centinaia di aziende, provate anche dalla crisi economica. Dai banchi dell’opposizione continuerò a battermi affinché le loro grida di aiuto non restino inascoltate e sia riconsegnata la dignità ai nostri allevatori bufalini, che per anni hanno lavorato per difendere l’oro bianco di Terra di Lavoro: la mozzarella, motore vitale per l’economia del Mezzogiorno e del Paese. Confidiamo nel pressing dei parlamentari di centrodestra per la nomina quanto prima di un commissario nazionale alla brucellosi che riveda il disastroso Piano di De Luca"". La Lega appoggia la protesta degli agricoltori e si è detta pronta a chiedere qualcosa di più al Governo. Infatti, è proprio il vicepremier Matteo Salvini a difendere a spada tratta il comparto agricolo, chiedendo nelle ultime ore di alzare la soglia esenzione Irpef da 10mila a 30mila euro.']"
