"Autore","Data","Edizione","Titolo","Sottotitolo","Testo"
"Valentina Paccassoni","01 marzo 2024 09:55","latinatoday","Trattori in marcia nel centro di Latina, il grido degli agricoltori: “Siamo disperati”","Grande la risposta in provincia alla mobilitazione promossa dai Cra; circa 50 mezzi agricoli hanno sfilato per le vie del capoluogo pontino. In un documento di 13 punti le rivendicazioni del comparto","['Hanno sfilato per le vie del centro di Latina suonando clacson e sventolando bandiere italiane: è arrivata così anche nella provincia pontina la protesta degli agricoltori contro le politiche del Governo e soprattutto dell’Unione Europea.', 'Una cinquantina di trattori, simbolo della mobilitazione che da settimane si muove per tutta Italia e anche oltre i confini nazionali, si sono radunati nel pomeriggio di ieri nel piazzale antistante lo stadio comunale Francioni. Sono arrivati da diverse zone del territorio per dare voce alle rivendicazioni e alle difficoltà degli agricoltori, per protestare contro politiche, che “stanno mettendo in ginocchio l’intero comparto”. Poi il lungo corteo è partito da piazzale Prampolini per arrivare in piazza della Libertà, davanti al palazzo della Prefettura dove c’è stato un comizio; un lungo serpentone che ha camminato a passo d’uomo tra gli applausi dei cittadini che, sopportando anche qualche disagio, hanno sostenuto la protesta promossa dai Cra, i Comitati Agricoli Riuniti, guidati dal leader Danilo Calvani.', '', '', 'I motivi della mobilitazione sono contenuti in un documento di 13 punti che è stato consegnato anche al prefetto di Latina Maurizio Falco e che sarà consegnato poi ai rappresentanti del Governo. Tra le altre cose anche gli agricoltori pontini chiedono di retrocedere sulle politiche “green”, di impedire l’installazione di impianti fotovoltaici su terreni fertili, di annullare gli accordi bilaterali “che fino ad ora sono andati a beneficio dei soli stati esteri a danno dell’economia italiana, come il corridoio verde”, di tutelare i prezzi dei prodotti come latte, frutta e ortaggi e di abbassare i prezzi di tutti i carburanti, di tutelare le attività produttive italiane con aiuti reali e di semplificare la burocrazia; e ancora di vietare l’importazione di prodotti agricoli trattati con pericolosi fitofarmaci e di abolire l’Irpef sui terreni agricoli.', ""“Questa manifestazione è una delle tantissime che stiamo organizzando in tutta Italia dal 22 gennaio e il mondo agricolo da quel momento ha risposto in maniera incredibile. Ci siamo mobilitati perché siamo disperati; questa protesta è contro l’incapacità della classe politica e contro il tradimento dei sindacati agricoli, in primis Coldiretti” ha detto Danilo Calvani che ha spiegato quali sono i problemi chiamati ad affrontare quotidianamente dagli agricoltori. “Ci sono prezzi che non sono adeguati, c’è merce importata in maniera illegale in virtù di accordi internazionali. A noi mettono dei vincoli mentre le multinazionali europee e italiane, in parte controllate anche dalla Coldiretti, non hanno vincoli e questo è scandaloso. E’ per questo che ci siamo ribellati, ma sempre in maniera assolutamente pacifica e rispettando le leggi”. E anche la provincia di Latina ieri ha risposto in modo massiccio. “Il Cra è nato a Latina, io ho un po' trascurato la provincia pontina perché ho girato l’Italia ma i ragazzi qui si sono organizzati in maniera perfetta e questa ne è la dimostrazione”."", 'Protesta dei tratori a Latina - Danilo Calvani (2)', 'Nel pomeriggio di ieri una delegazione degli agricoltori ha incontrato il prefetto prono ad ascoltare le loro richieste. “Abbiamo dato ascolto, come sempre facciamo, agli agricoltori - ha detto il prefetto Falco -. Abbiamo trovato tra di loro un clima molto comprensivo pur nella forza della protesta contro soprattutto la Coldiretti e contro alcune decisioni del Governo. Io come rappresentante delle istituzioni mi sono messo a disposizione per riferire le loro rivendicazioni al Governo centrale e mi sono raccomandato che la protesta sia sempre civile, come è stata fino a ora, e che sia in grado di far valere bene le ragioni del settore"".', '', '', '', '']"
