"Autore","Data","Edizione","Titolo","Sottotitolo","Testo"
"Redazione","11 febbraio 2024 18:51","latinatoday","Agricoltori in sciopero tra Campania e Fondi: appuntamento lunedì davanti al Mof","L'evento in programma lunedì 12 febbraio in preparazione della manifestazione di Roma del 15","['La protesta degli agricoltori arriva anche a Latina. Domani, lunedì 12 febbraio, alle 7,30, un gruppo di mezzi da lavoro degli agricoltori casertani metteranno in atto uno ""sciopero lumaca"" nelle strade fra la Campania e il Lazio per arrivare alle 11,30 davanti al Mof di Fondi, dove ci sarà un incontro con gli agricoltori del territorio e una conferenza stampa spiegare perché gli agricoltori e gli allevatori, insieme ad altre categorie, saranno a Roma il 15 febbraio nella manifestazione convocata in Piazza Campidoglio su proposta del ""Popolo Produttivo e Altragricoltura"".', 'L’evento prepara infatti la manifestazione del 15 febbraio a Piazza Campidoglio con ritrovo alle 12. Il giorno 14 i trattori e i mezzi di lavoro di diverse categorie muoveranno alla volta di Roma per sostenere il documento di rivendicazioni che il 15 sarà formalmente portato a Roma al Parlamento e al Governo a cui sono stati chiesti incontri.', 'Il luogo scelto è fortemente simbolico per gli agricoltori e il movimento in mobilitazione: i mercati generali di Vittoria e di Fondi sono fra i due più importanti mercati dell’ortofrutta mediterranea ma anche i luoghi più esposti agli effetti delle scelte di mercato, ai processi di delocalizzazione delle produzioni e della concorrenza sleale, un vero termometro della crisi.', '']"
