"Autore","Data","Edizione","Titolo","Sottotitolo","Testo"
"Redazione","14 febbraio 2024 10:09","salernotoday","Pontecagnano: la marcia dei trattori in direzione di Salerno","Il passaggio dei mezzi agricoli ha suscitato tanta curiosità ma anche tanta solidarietà da parte di molti cittadini","['Il corteo degli agricoltori è partito questa mattina da Pontecagnano per dirigersi, come da programma, fino a piazza della Concordia, al centro di Salerno, dove si terrà la manifestazione di protesta.', 'Il passaggio dei mezzi agricoli ha suscitato tanta curiosità ma anche tanta solidarietà da parte di molti cittadini.', 'Copyright 2024 Citynews']"
