"Autore","Data","Edizione","Titolo","Sottotitolo","Testo"
"Roberto Junior Ler","14 febbraio 2024 10:09","salernotoday","Protesta degli agricoltori, il corteo dei trattori è arrivato a Salerno","La manifestazione conclusiva è prevista, nel primo pomeriggio, in Piazza della Concordia. Ieri la presa di distanza della Coldiretti","['E’ iniziata la protesta dei trattori a Salerno. Con clacson squillanti e bandiere dell\'Italia su molti dei trattori, gli agricoltori sono arrivati, intorno alle 12, in Piazza della Concordia a Salerno. ""State cancellando il futuro dei nostri figli"", ""si scrive agricoltura si legge vita"" sono alcuni degli striscioni che sono esposti su alcuni dei mezzi agricoli arrivati nel capoluogo. Presenti, fra gli altri, il consigliere regionale della Lega Aurelio Tommasetti - che ha ribadito come ""tutte le persone vadano ascoltate nel rispetto dei diritti e delle regole e voi lo avete fatto"" ha detto rivolgendosi agli agricoltori - il sindaco di Giffoni Valle Piana Antonio Giuliano e il primo  cittadino di Montecorvino Pugliano Alessandro Chiola.', '', '', '', ""Sono circa un centinaio i trattori giunti nel centro del capoluogo dopo essere partiti da Bivio Pratole, tra Pontecagnano e Bellizzi. Un lungo corteo si è snodato lungo le strade cittadine, via delle Calabrie, via Wenner, via Allende, via Generale Clark, piazza Monsignor Grasso, per poi raggiungere piazza Mazzini e piazza della Concordia, dove, da qui a qualche minuto, inizia la manifestazione di protesta, il cui termine, secondo quanto riferito dal Comune di Salerno, è previsto per le prime ore del pomeriggio. Presenti le forze dell'ordine e la polizia municipale di Salerno per limitare, per quanto possibile, i disagi alla circolazione stradale."", 'I trattori', 'Trattori-2', '']"
